Conversation/DEBUG_FaceAnimTest/Group00001=Kerrigan /// Kerrigan
Conversation/DEBUG_FaceAnimTest/Group00002=Izsha /// Izsha
Conversation/DEBUG_FaceAnimTest/Group00003=Zagara /// Zagara
Conversation/DEBUG_FaceAnimTest/Group00004=Stukov /// Stukov
Conversation/DEBUG_FaceAnimTest/Group00005=Valerian /// Valerian
Conversation/DEBUG_FaceAnimTest/Group00006=Dehaka /// Dehaka
Conversation/DEBUG_FaceAnimTest/Group00007=Lasarra /// Lasarra
Conversation/DEBUG_FaceAnimTest/Group00008=Kerrigan Infested /// Kerrigan Infested
Conversation/zScripted_HybridArcBefore/Line00013=没错，而且我们拥有共同的目标：摧毁这个实验室。 /// Indeed, and we share a common goal: the destruction of this facility.
Conversation/zScripted_HybridArcBefore/Line00015=蒙斯克在这个地方培育混合体——他们将异虫和星灵的DNA进行混合，制造出强大的畸形生物。 /// It is here that Mengsk breeds the hybrid -- combining protoss and zerg DNA to create monstrous creatures of immense power.
Conversation/zScripted_HybridArcBefore/Line00018=那让我们一起摧毁这个地方。 /// Then we'll destroy this facility together.
Conversation/zScripted_HybridArcBefore/Line00019=我们是老对手，但现在差不多可以冰释前嫌了。 /// We were old enemies. Almost the same thing now.
Conversation/zScripted_HybridArcBefore/Line00020=我有很多新敌人，但老对手却没几个了。所以你算是朋友。 /// I have a lot of new enemies, but so few old ones. That makes you a friend.
Conversation/zScripted_HybridArcBefore/Line00021=啊，我们现在都是异虫了。 /// Well, we both seem to be zerg now.
Conversation/zScripted_KorhalArcBefore/Comment00001=Ext. Space. Hyperion cruises through the darkness. On the BRIDGE, Valerian and Horner are hunched over the starmap. /// Ext. Space. Hyperion cruises through the darkness. On the BRIDGE, Valerian and Horner are hunched over the starmap.
Conversation/zScripted_KorhalArcBefore/Comment00003=In the background, Raynor watches them. SUDDENLY: Kerrigan appears on the screen. They all react with surprise. /// In the background, Raynor watches them. SUDDENLY: Kerrigan appears on the screen. They all react with surprise.
Conversation/zScripted_KorhalArcBefore/Comment00004=Valerian shakes it off -- this is his moment to stand up and take the mantle of leadership. /// Valerian shakes it off -- this is his moment to stand up and take the mantle of leadership.
Conversation/zScripted_KorhalArcBefore/Comment00005=Kerrigan considers. Raynor watches her. /// Kerrigan considers. Raynor watches her.
Conversation/zScripted_KorhalArcBefore/Comment00009=The screen blinks OUT. Valerian and Horner turn to look at Raynor. He turns and EXITS the bridge without a word. /// The screen blinks OUT. Valerian and Horner turn to look at Raynor. He turns and EXITS the bridge without a word.
Conversation/zScripted_KorhalArcBefore/Comment00011=Fade out. /// Fade out.
Conversation/zScripted_KorhalArcBefore/Group00001=Scripted Scene /// Scripted Scene
Conversation/zScripted_KorhalArcBefore/Group00003=Before Korhal Arc /// Before Korhal Arc
Conversation/zScripted_KorhalArcBefore/Line00016=我马上就要进军克哈了。 /// I'm going to Korhal. It's time.
Conversation/zScripted_KorhalArcBefore/Line00020=为什么要告诉我们，凯瑞甘？ /// Why are you telling us this, Kerrigan?
Conversation/zScripted_KorhalArcBefore/Line00021=城市将化为[Angry 90]废墟，[/Angry][Serious]无数平民将死于非命。[/Serious]瓦伦里安，人民需要一个领袖。 /// There will be ruin. [Angry 90]Destruction.[/Angry] [Serious]Millions could die amid the chaos. [/Serious]Valerian, your people will need a leader.
Conversation/zScripted_KorhalArcBefore/Line00022=[Serious]你说得对，凯瑞甘。[/Serious]但如果[Surprise 70]我要成为那领袖，[/Surprise]需要你帮忙。 /// You're right, Kerrigan, [Serious]they will.[/Serious] If [Surprise 70]I'm to be that leader[/Surprise], I will ask only one thing of you.
Conversation/zScripted_KorhalArcBefore/Line00024=克哈之战将成为我[Serious]最艰难的[/Serious]一场战斗，[Angry 80]你还打算让我提高难度？[/Angry] /// Korhal is going to be the most difficult battle [Serious]of my life[/Serious], [Angry 80]and you're asking me to make it harder?[/Angry]
Conversation/zScripted_KorhalArcBefore/Line00025=带领虫群[Serious]守在城市外围，那样才有时间进行疏散。[/Serious] /// Bring your Swarm down [Serious]outside the city. That will give us time to evacuate.[/Serious]
Conversation/zScripted_KorhalArcBefore/Line00026=是的。 /// I am.
Conversation/zScripted_KorhalArcBefore/Line00027=[Surprise 80]看来我错怪你了，瓦伦里安。[/Surprise]你和你父亲不一样。 /// [Surprise 80]I was wrong about you, Valerian.[/Surprise] You're not like your father.
Conversation/zScripted_KorhalArcBefore/Line00029=我会为你创造机会，[Serious]好好把握。[/Serious] /// I'll give you your chance. [Serious]Make the most of it.[/Serious]
Conversation/zScripted_Space01Travel/Comment00001=Fade to Black. Fade back in on the bridge of the HYPERION. /// Fade to Black. Fade back in on the bridge of the HYPERION.
Conversation/zScripted_Space01Travel/Comment00002=Horner and Valerian stand in front of the Starmap. The big screen shows images of several star systems, with readouts. /// Horner and Valerian stand in front of the Starmap. The big screen shows images of several star systems, with readouts.
Conversation/zScripted_Space01Travel/Comment00003=Kerrigan appears on the screen. /// Kerrigan appears on the screen.
Conversation/zScripted_Space01Travel/Comment00004=The screen BLINKS out. /// The screen BLINKS out.
Conversation/zScripted_Space01Travel/Group00001=Scripted scene when player chooses to travel to Space01 /// Scripted scene when player chooses to travel to Space01
Conversation/zScripted_Space01Travel/Line00001=瓦伦里安，我们获取了某种信号…… /// Valerian, we're picking up some kind of reading--
Conversation/zScripted_Space01Travel/Line00002=凯瑞甘！你发生了什么？怎么会…… /// Kerrigan! What happened to you? How...
Conversation/zScripted_Space01Travel/Line00003=[Serious]没时间聊天。仔细听好，吉姆还活着，[/Serious][Angry]可我找不到他。[/Angry] /// [Serious]There's no time. Listen carefully, Jim is alive[/Serious] [Angry 70]and I can't find him.[/Angry]
Conversation/zScripted_Space01Travel/Line00004=但你们可以。侵入帝国的安全网络，找出他关押的位置。 /// But you can. Hack the Dominion network and figure out where they're holding him.
Conversation/zScripted_Space01Travel/Line00005=我们能相信她吗？ /// How can we trust her?
Conversation/zScripted_Space01Travel/Line00006=瓦伦里安……只要吉姆有一丝活着的可能，我都会去救他。 /// Valerian... if there is even a chance that Jim is alive, I'm going after him.
Conversation/zScripted_Space01Travel/Line00010=找到他，马特。我们俩欠他的。 /// Find him, Matt. We both owe it to him.
Conversation/zScripted_Space01Travel/Line00011=侵入帝国的安全网络会[Serious]十分困难。[/Serious] /// Hacking the Dominion security network will prove [Serious]difficult.[/Serious]
Conversation/zScripted_Space01Travel/Line00012=只有一个人能够侵入那个安全网络：奥尔兰上校。而他目前是……[Serious]米拉·汉的阶下囚。[/Serious] /// Only one man can hack that network: Colonel Orlan. And he's being held prisoner by... [Serious]Mira Han.[/Serious]
Conversation/zScripted_Space01Travel/Line00013=那个雇佣兵？她不是你的朋友吗？ /// The mercenary leader? Isn't she a friend of yours?
Conversation/zScripted_Space01Travel/Line00014=算不上。事情有点……[Angry]复杂。还是回归正题吧。[/Angry] /// Not exactly. It's... [Angry]complicated. Let's just get this done.[/Angry]
Conversation/zScripted_Space01Travel/Line00015=警告。侦测到灵能信号。强度不明。 /// Warning. Psionic waveform detected. Scale unclassifiable.
Conversation/zScripted_ZAdjutantIntro/Comment00001=Kerrigan's ship lands inside the Leviathan. She exits, looks around. /// Kerrigan's ship lands inside the Leviathan. She exits, looks around.
Conversation/zScripted_ZAdjutantIntro/Comment00002=She sees Izsha in the distance. Takes a deep breath. /// She sees Izsha in the distance. Takes a deep breath.
Conversation/zScripted_ZAdjutantIntro/Comment00003=Kerrigan approaches Izsha.  /// Kerrigan approaches Izsha. 
Conversation/zScripted_ZAdjutantIntro/Comment00004=Kerrigan's eyes GLOW. /// Kerrigan's eyes GLOW.
Conversation/zScripted_ZAdjutantIntro/Comment00005=Kerrigan relaxes a little. /// Kerrigan relaxes a little.
Conversation/zScripted_ZAdjutantIntro/Group00001=Zerg Adjutant Intro /// Zerg Adjutant Intro
Conversation/zScripted_ZAdjutantIntro/Group00002=OBSOLETE /// OBSOLETE
Conversation/zScripted_ZAdjutantIntro/Group00003=Obsolete /// Obsolete
Conversation/zScripted_ZAdjutantIntro/Line00001=您…您回来了。但您已经不是原来的您了。 /// You... you have returned. But you are not as you were.
Conversation/zScripted_ZAdjutantIntro/Line00002=非常好。召唤虫群，准备向克哈进军。 /// Perfect. Summon the Swarm, and prepare to move on Korhal.
Conversation/zScripted_ZAdjutantIntro/Line00003=虫群杂乱无章，不会响应您的召唤。 /// The Swarm is in disarray, and will not answer your call.
Conversation/zScripted_ZAdjutantIntro/Line00005=卡亚迪尔的大部分异虫都听令于虫母纳法许。她意图创建她自己的虫群。 /// Most zerg on Kaldir are under the command of broodmother Nafash. She seeks to create her own Swarm.
Conversation/zScripted_ZAdjutantIntro/Line00006=那是我们首先要搞定的事情。 /// That is the first thing we will fix.
Conversation/zScripted_ZAdjutantIntro/Line00007=她的存在，使虫群处于分裂状态。 /// While she lives, the Swarm will be divided.
Conversation/zScripted_ZAdjutantIntro/Line00009=大部分查尔的异虫听令于虫母扎加拉。她想要创造属于她自己的虫群。 /// Most zerg on Char are under the command of broodmother Zagara. She seeks to create her own Swarm.
Conversation/zScripted_ZAdjutantIntro/Line00010=很好。那么，你是谁？ /// Good. Now, what are you?
Conversation/zScripted_ZAdjutantIntro/Line00012=我是伊兹莎。女王您曾经将所有构想、意见和计划都储存于我。您不记得了吗？ /// I am Izsha. Your Majesty used to store all her ideas, thoughts and plans within me. Do you not remember?
Conversation/zScripted_ZAdjutantIntro/Line00013=我将尽我所能地提供建议和帮助。 /// I advise and aid in any way possible.
Conversation/zScripted_ZAdjutantIntro/Line00015=那又怎么样。我是刀锋女王，你只要按我说的去做即可。 /// It doesn't matter. I am the Queen of Blades and you will do exactly as I say.
Conversation/zScripted_ZAdjutantIntro/Line00016=您是刀锋女王。我服从您。 /// You are the Queen of Blades. I obey.
Conversation/zScripted_ZAdjutantIntro/Line00017=它们不会攻击我的，我要让它们知道我依然是它们的女王。 /// They won't attack me. I'm going to make them think I'm still their queen.
Conversation/zScripted_ZAdjutantIntro/Line00018=如果这还不管用，我就不停地杀死它们直到承认我为止。 /// And if that doesn't work, I'll keep killing them until they accept me.
Conversation/zScripted_ZAdjutantIntro/Line00019=警告。侦测到异虫有机体。 /// Warning. Zerg organisms detected.
Conversation/zScripted_ZAdjutantIntro/Line00021=女王，您已回到我们中间，以一种和过去不同的方式。 /// My queen. You have returned to us, but not as you were.
Conversation/zScripted_ZAdjutantIntro/Line00022=那又怎么样。你只要按我说的去做即可。 /// It doesn't matter. You will do exactly as I say.
Conversation/zScripted_ZAdjutantIntro/Line00023=不……我记得你。更重要的是，你记得我。 /// Yes... I do remember you. More importantly, you remember me.
Conversation/zScripted_ZAdjutantIntro/Line00024=我正是来找异虫的。它们会接受我作为女王，否则我会杀到它们接受为止。 /// That's why I'm here. They'll either accept me as their queen, or I'll start killing them one-by-one until they do.
Conversation/zScripted_ZAdjutantIntro/Line00025=你是？ /// What are you?
Conversation/zScripted_ZAdjutantIntro/Line00026=那不会持续很久的。先着陆吧。 /// Not for long, it won't. Take us down to the surface.
Conversation/zScripted_Zerus01Before/Comment00003=He cloaks. /// He cloaks.
Conversation/zScripted_Zerus01Before/Group00001=Scripted scene when Zerus set first loads /// Scripted scene when Zerus set first loads
Conversation/zScripted_Zerus01Before/Group00005=Before Zerus01 /// Before Zerus01
Conversation/zScripted_Zerus01Before/Line00034=是对蒙斯克的仇恨召唤着我。这些异虫将帮助我摧毁克哈。 /// My need to see Mengsk dead called me here. These zerg will help me destroy Korhal.
Conversation/zScripted_Zerus01Before/Line00035=泽鲁斯的力量将你召唤于此。 /// The power of Zerus called you here.
Conversation/zScripted_Zerus01Before/Line00036=让泽鲁斯重铸你，凯瑞甘！最终的战役即将来临，而时间所剩无几。 /// You must let Zerus remake you, Kerrigan! The final war nears, and there is little time.
Conversation/zScripted_Zerus01Before/Line00037=我才不会听你的。我不会因为你的预言去做任何事。 /// I don't have to do a damn thing. I will not be a pawn in your prophecies.
Conversation/zScripted_Zerus01Before/Line00038=但是为了复仇你却会全力以赴？ /// But you will do anything to have your revenge?
Conversation/zScripted_Zerus01Before/Line00039=没错。 /// Anything.
Conversation/zScripted_Zerus01Before/Line00040=那这就够了。 /// Then that is enough.
Conversation/zSM_CharFortress/Group00001=Warfield's Superfortress /// Warfield's Superfortress
Conversation/zSM_CharFortress/Group00002=Before Char01 /// Before Char01
Conversation/zSM_CharFortress/Group00003=Before Char02 /// Before Char02
Conversation/zSM_CharFortress/Group00004=Before Char03 /// Before Char03
Conversation/zSM_CharFortress/Group00006=Haven't talked to Zagara yet /// Haven't talked to Zagara yet
Conversation/zSM_CharFortress/Group00007=Already talked to Zagara /// Already talked to Zagara
Conversation/zSM_CharFortress/Line00004=我不用读心也知道沃菲尔德在计划些什么。 /// I don't need to read Warfield's mind to know what he's planning for me.
Conversation/zSM_CharFortress/Line00005=那座堡垒几乎坚不可摧，只有一条道路可以通行并且—— /// That fortress is nearly unassailable. There is only one ground approach and one--
Conversation/zSM_CharFortress/Line00006=没关系。虫群有的是不怕牺牲的部队，我们可以用虫海淹没人类。 /// It doesn't matter. We're the Swarm, we can sacrifice thousands for each one of their soldiers.
Conversation/zSM_CharFortress/Line00009=看来我离开后，帝国将士们很安逸啊。 /// The Dominion sure made themselves at home while I was gone.
Conversation/zSM_CharFortress/Line00015=我不用读心也知道沃菲尔德在计划些什么。 /// I don't need to read Warfield's mind to know what he's planning for me.
Conversation/zSM_CharFortress/Line00016=没关系。虫群有的是不怕牺牲的部队，我们可以用虫海淹没人类。 /// It doesn't matter. We're the Swarm, we can sacrifice thousands for each one of their soldiers.
Conversation/zSM_CharFortress/Line00018=他不清楚他是在和谁作对。 /// He has no idea what he's up against.
Conversation/zSM_CharFortress/Line00019=他不清楚他是在和谁作对。 /// He has no idea what he's up against.
Conversation/zSM_CharFortress/Line00021=一旦我重整异虫大军，沃菲尔德就该收拾东西走人了。 /// Once I've reclaimed my forces, General Warfield is getting evicted.
Conversation/zSM_CharFortress/Line00022=虫群团结一致了。现在该你了，沃菲尔德。 /// The Swarm is growing again. Now for you, Warfield.
Conversation/zSM_CharFortress/Line00023=虫群团结一致了。现在该你了，沃菲尔德。 /// The Swarm is growing again. Now for you, Warfield.
Conversation/zSM_CharFortress/Line00024=等我重夺这颗星球就会让你们的元首明白：我回来了。 /// Reclaiming this world will send a message to your emperor. I'm coming for him.
Conversation/zSM_CharFortress/Line00025=等我重夺这颗星球就会让你们的元首明白：我回来了。 /// Reclaiming this world will send a message to your emperor. I'm coming for him.
Conversation/zSM_CharFortress/Line00026=看来我离开后，帝国将士们很安逸啊。 /// The Dominion sure made themselves at home while I was gone.
Conversation/zSM_EvolutionMaster/Comment00001=Kerrigan's eyes light up. She blasts Abathur. /// Kerrigan's eyes light up. She blasts Abathur.
Conversation/zSM_EvolutionMaster/Comment00002=Kerrigan's eyes glow /// Kerrigan's eyes glow
Conversation/zSM_EvolutionMaster/Comment00003=Kerrigan's eyes glow. /// Kerrigan's eyes glow.
Conversation/zSM_EvolutionMaster/Comment00004=This conversation currently slated to happen before Zerus, but getting the alt in case we change our minds later. /// This conversation currently slated to happen before Zerus, but getting the alt in case we change our minds later.
Conversation/zSM_EvolutionMaster/Comment00005=--- Another creature slithers up -- he looks like Abathur, but slightly different. /// --- Another creature slithers up -- he looks like Abathur, but slightly different.
Conversation/zSM_EvolutionMaster/Comment00006=Replacement Abathur ATTACKS Abathur. Kerrigan watches calmly. /// Replacement Abathur ATTACKS Abathur. Kerrigan watches calmly.
Conversation/zSM_EvolutionMaster/Comment00007=Kerrigan walks up to Abathur, and her eyes glow. /// Kerrigan walks up to Abathur, and her eyes glow.
Conversation/zSM_EvolutionMaster/Comment00008=Kerrigan's eyes glow. /// Kerrigan's eyes glow.
Conversation/zSM_EvolutionMaster/Comment00009=Kerrigan's eyes glow again. /// Kerrigan's eyes glow again.
Conversation/zSM_EvolutionMaster/Comment00010=Kerrigan approaches Abathur. There is a terrible screeching from elsewhere in the evolution chamber. /// Kerrigan approaches Abathur. There is a terrible screeching from elsewhere in the evolution chamber.
Conversation/zSM_EvolutionMaster/Comment00011=She walks off. /// She walks off.
Conversation/zSM_EvolutionMaster/Comment00012=These are conversations that fire if no location or plot-specific conversations fire. /// These are conversations that fire if no location or plot-specific conversations fire.
Conversation/zSM_EvolutionMaster/Comment00013=Kerrigan's eyes GLOW. /// Kerrigan's eyes GLOW.
Conversation/zSM_EvolutionMaster/Comment00014=It fades to a low level moaning. /// It fades to a low level moaning.
Conversation/zSM_EvolutionMaster/Comment00015=He reaches for her. /// He reaches for her.
Conversation/zSM_EvolutionMaster/Comment00016=Only fires if player spoke to Abathur before Expedition02 (EvolutionMaster Talk Times is set to 1) /// Only fires if player spoke to Abathur before Expedition02 (EvolutionMaster Talk Times is set to 1)
Conversation/zSM_EvolutionMaster/Comment00017=These fire during the second arc. The second one only fires if the first has already been encountered. /// These fire during the second arc. The second one only fires if the first has already been encountered.
Conversation/zSM_EvolutionMaster/Comment00018=Kerrigan walks away. /// Kerrigan walks away.
Conversation/zSM_EvolutionMaster/Group00001=Main /// Main
Conversation/zSM_EvolutionMaster/Group00002=Char /// Char
Conversation/zSM_EvolutionMaster/Group00003=Abathur plot OBSOLETE /// Abathur plot OBSOLETE
Conversation/zSM_EvolutionMaster/Group00004=6th (Culmination) /// 6th (Culmination)
Conversation/zSM_EvolutionMaster/Group00005=Expedition /// Expedition
Conversation/zSM_EvolutionMaster/Group00006=2nd Arc, first fallthrough /// 2nd Arc, first fallthrough
Conversation/zSM_EvolutionMaster/Group00007=Fall Through /// Fall Through
Conversation/zSM_EvolutionMaster/Group00008=Zerus /// Zerus
Conversation/zSM_EvolutionMaster/Group00009=2nd Arc /// 2nd Arc
Conversation/zSM_EvolutionMaster/Group00010=Hybrid /// Hybrid
Conversation/zSM_EvolutionMaster/Group00011=Space /// Space
Conversation/zSM_EvolutionMaster/Group00012=2nd Arc second fallthrough /// 2nd Arc second fallthrough
Conversation/zSM_EvolutionMaster/Group00013=Before Char01 /// Before Char01
Conversation/zSM_EvolutionMaster/Group00014=General conversation #2 /// General conversation #2
Conversation/zSM_EvolutionMaster/Group00015=General conversation #3 /// General conversation #3
Conversation/zSM_EvolutionMaster/Group00016=Before Expedition01 /// Before Expedition01
Conversation/zSM_EvolutionMaster/Group00017=Before Zerus01 /// Before Zerus01
Conversation/zSM_EvolutionMaster/Group00018=If Zagara Plot active /// If Zagara Plot active
Conversation/zSM_EvolutionMaster/Group00019=General conversation #1 /// General conversation #1
Conversation/zSM_EvolutionMaster/Group00020=Before Hybrid01 /// Before Hybrid01
Conversation/zSM_EvolutionMaster/Group00021=Before Zerus02 /// Before Zerus02
Conversation/zSM_EvolutionMaster/Group00022=3rd /// 3rd
Conversation/zSM_EvolutionMaster/Group00023=4th /// 4th
Conversation/zSM_EvolutionMaster/Group00024=5th /// 5th
Conversation/zSM_EvolutionMaster/Group00025=After Expedition03 /// After Expedition03
Conversation/zSM_EvolutionMaster/Group00026=Before Zerus03 /// Before Zerus03
Conversation/zSM_EvolutionMaster/Group00027=Before Space02 /// Before Space02
Conversation/zSM_EvolutionMaster/Group00028=Location Specific /// Location Specific
Conversation/zSM_EvolutionMaster/Group00029=Korhal /// Korhal
Conversation/zSM_EvolutionMaster/Group00030=Before Korhal03 /// Before Korhal03
Conversation/zSM_EvolutionMaster/Group00031=OBSOLETE /// OBSOLETE
Conversation/zSM_EvolutionMaster/Group00033=Before Korhal01 /// Before Korhal01
Conversation/zSM_EvolutionMaster/Line00001=[Surprise 80]如此说来她可能已经进化出一些更加危险的东西来？[/Surprise]事情开始变得有趣了嘛。 /// [Surprise 80]So she may have evolved into something[/Surprise] much more dangerous? That will make things interesting.
Conversation/zSM_EvolutionMaster/Line00003=以前不需要。现在需要。将搜寻当地动物。提取精华用于虫群进化。 /// Not needed before. Needed now. Will look for local fauna. Essence useful for Swarm adaptation.
Conversation/zSM_EvolutionMaster/Line00004=这算是个借口吗？ /// Is that an excuse?
Conversation/zSM_EvolutionMaster/Line00005=融合不必要的特性进行进化很浪费。太复杂不好。 /// Wasteful to spin unnecessary adaptations. Complexity bad.
Conversation/zSM_EvolutionMaster/Line00006=卡亚迪尔跟外太空一样寒冷。除了利维坦，没理由让其他虫群单位适应这种寒冷。 /// Kaldir as cold as deep space. Other than leviathan, no reason to specialize Swarm for such cold.
Conversation/zSM_EvolutionMaster/Line00007=不。不够强大，无法指挥我。唯有你。 /// No. Not powerful enough to command me. Only you.
Conversation/zSM_EvolutionMaster/Line00008=去做吧。 /// Do it.
Conversation/zSM_EvolutionMaster/Line00009=[Serious]阿巴瑟，每当你这么说话的时候……我有种似曾相识的感觉，觉得有些……[/Serious][Angry]愤怒。[/Angry] /// [Serious]When you say things like that, Abathur... I almost remember you and I feel... [/Serious][Angry]anger.[/Angry]
Conversation/zSM_EvolutionMaster/Line00010=主宰利用多种生物精华制造了我。我独一无二。 /// The Overmind spun me from many species. A brood of one.
Conversation/zSM_EvolutionMaster/Line00012=主宰死后你做了什么？ /// What did you do after the Overmind died?
Conversation/zSM_EvolutionMaster/Line00013=徘徊在查尔的地下隧道中。漫无目的。[Angry]野生。[/Angry] /// Wandered the tunnels of Char, without purpose. [Angry]Feral.[/Angry]
Conversation/zSM_EvolutionMaster/Line00014=刀锋女王找到我。再一次让我成为异虫。 /// Queen of Blades found me. Made me zerg again.
Conversation/zSM_EvolutionMaster/Line00015=适者生存。她面对唯一选择，进化。[Angry 60]强制进行改变。[/Angry] /// Adaptation. Place herself in situation where only option, evolution. [Angry 60]Force change[/Angry] on herself.
Conversation/zSM_EvolutionMaster/Line00016=虫母扎加拉尝试过将你纳入麾下吗？ /// Did the broodmother Zagara try to take you with her?
Conversation/zSM_EvolutionMaster/Line00017=跟我谈谈你的工作吧。 /// Tell me about your work.
Conversation/zSM_EvolutionMaster/Line00018=观察实体，挖掘潜能。研究血统，调整序列，扭曲精华，拆解肢体，重新整合。尽善尽美。 /// Look at flesh, see only potential. Strands, sequences, twisting, separating, joining. See how it could be better.
Conversation/zSM_EvolutionMaster/Line00019=食肉，嚼骨。在我体内触摸所食精华。重组它。改变它。 /// Eat flesh, splinter bone. Inside me, can touch it. Weave it. Spin it.
Conversation/zSM_EvolutionMaster/Line00020=但是达不到完美？ /// But not perfect?
Conversation/zSM_EvolutionMaster/Line00021=永无完美。完美的定义总在改变。进化永无止尽。可以追求，不可寻获。 /// Never perfect. Perfection goal that changes. Never stops moving. Can chase, cannot catch.
Conversation/zSM_EvolutionMaster/Line00022=不断改进。 /// Make it great.
Conversation/zSM_EvolutionMaster/Line00023=她总想掌控那些远超她能力之外的东西，[Happy]真是野心勃勃。[/Happy] /// She was reaching for more than she could hold. [Happy]Ambitious.[/Happy]
Conversation/zSM_EvolutionMaster/Line00024=下次再说吧，阿巴瑟。 /// Not this time, Abathur.
Conversation/zSM_EvolutionMaster/Line00026=痛楚无关紧要。敲碎骨头，扭曲肌肉——一切为了变强。 /// Pain irrelevant. Break bones, twist muscles -- all to make greatness.
Conversation/zSM_EvolutionMaster/Line00027=可以代劳。尽情享受造物诞生的时刻。拥有感知。痛楚常伴，但不值一提。 /// Can do it for you. Enjoy the moment creature comes alive. Understands sensation. Usually pain, but no matter.
Conversation/zSM_EvolutionMaster/Line00028=记忆不重要，只会令人分心。 /// Memories not important. Distractions.
Conversation/zSM_EvolutionMaster/Line00029=阿巴瑟，你设计的生物已经创造完成了。 /// Abathur, I've created the creature you helped me design.
Conversation/zSM_EvolutionMaster/Line00030=你显然证明了你的作用。 /// You certainly have your uses.
Conversation/zSM_EvolutionMaster/Line00031=当我还是……[Serious]以前的我时，[/Serious][Surprise 60]我给过你人类来做活体实验吗？[/Surprise] /// When I was... my [Serious]old self[/Serious], [Surprise 60]did I ever give you humans to experiment on?[/Surprise]
Conversation/zSM_EvolutionMaster/Line00032=是的。非常差劲。身体构造原始，适应能力低下。 /// Yes. Very bad. Primitive structures, minimal biological adaptability.
Conversation/zSM_EvolutionMaster/Line00033=不明确。创造过很多生物。 /// Unclear. Have created many creatures.
Conversation/zSM_EvolutionMaster/Line00034=我又抹除了你的记忆吗？好吧，但你给我记住这一刻。 /// I wiped your memory again didn't I? Well, I'm going to give you one memory to hold on to.
Conversation/zSM_EvolutionMaster/Line00035=你的替代品。 /// Your replacement.
Conversation/zSM_EvolutionMaster/Line00037=你知道我曾经是个人类吧？ /// You know I was terran?
Conversation/zSM_EvolutionMaster/Line00038=罕见人类个体，强大灵能潜力。克服诸多天生缺陷。 /// Rare terran individuals, high psionic potential. Overcome flawed origins.
Conversation/zSM_EvolutionMaster/Line00039=从现在开始，我们不会再拿人类来做实验。 /// From now on, we won't be doing any more experiments on humans.
Conversation/zSM_EvolutionMaster/Line00040=乐于听从此令。 /// Am pleased to know it.
Conversation/zSM_EvolutionMaster/Line00041=缺乏明确目标，还不如低等生物。 /// Without overriding will, am beast. Less.
Conversation/zSM_EvolutionMaster/Line00044=卡亚迪尔跟外太空一样寒冷。除了利维坦和异龙，没有理由让其他虫群单位适应这种寒冷。 /// Kaldir cold as deep space. Other than leviathan and mutalisk, no reason to specialize Swarm for such cold.
Conversation/zSM_EvolutionMaster/Line00045=[Surprise 80]如此说来她可能已经进化出一些更加危险的东西来？[/Surprise]事情开始变得有趣了嘛。 /// [Surprise 80]So she may have evolved into something[/Surprise] much more dangerous? That will make things interesting.
Conversation/zSM_EvolutionMaster/Line00047=我打算浏览一下你的记忆，[Serious]看看为什么我对你如此愤怒。[/Serious] /// I'm going to look into your memories, [Serious]and find out why I feel so angry when I see you.[/Serious]
Conversation/zSM_EvolutionMaster/Line00048=[Serious]过去，[/Serious][Surprise 60]我给过你人类来做活体实验吗？[/Surprise] /// [Serious]In the past,[/Serious] [Surprise 60]did I ever give you humans to experiment on?[/Surprise]
Conversation/zSM_EvolutionMaster/Line00049=原来的我就是人类。 /// I was born a terran.
Conversation/zSM_EvolutionMaster/Line00050=从现在开始，我们不会再拿人类来做实验。 /// From now on, we won't be doing any more experiments on humans.
Conversation/zSM_EvolutionMaster/Line00051=但是达不到完美？ /// But not perfect?
Conversation/zSM_EvolutionMaster/Line00052=跟我谈谈你的工作吧。 /// Tell me about your work.
Conversation/zSM_EvolutionMaster/Line00053=你显然证明了你的作用。 /// You certainly have your uses.
Conversation/zSM_EvolutionMaster/Line00054=我以为你已经把虫群改造得比这更强了呢。 /// I thought you'd made my zerg stronger than this.
Conversation/zSM_EvolutionMaster/Line00055=这算是个借口吗？ /// Is that an excuse?
Conversation/zSM_EvolutionMaster/Line00057=虫母扎加拉尝试过将你纳入麾下吗？ /// Did the broodmother Zagara try to take you with her?
Conversation/zSM_EvolutionMaster/Line00058=如果她没那个实力，她凭什么认为自己能够指挥虫群？ /// If she lacks that power, how did she think she could command the Swarm?
Conversation/zSM_EvolutionMaster/Line00060=我以为你已经把虫群改造得比这更强了呢。 /// I thought you'd made my zerg stronger than this.
Conversation/zSM_EvolutionMaster/Line00061=虫群难以适应这颗卫星。 /// Swarm suffering on this moon.
Conversation/zSM_EvolutionMaster/Line00062=那在此之前你连异虫都不是吗？ /// You aren't zerg unless you are under someone's control?
Conversation/zSM_EvolutionMaster/Line00067=我从你的记忆里看到……[Surprise 80]是你造就了刀锋女王！[/Surprise][Angry 75]是你用四肢将我紧紧包裹在虫茧里面！[/Angry] /// I see it in your mind... [Surprise 80]You designed the Queen of Blades! [/Surprise][Angry 75]Your limbs wrapped me in the chrysalis![/Angry]
Conversation/zSM_EvolutionMaster/Line00069=原来的肢体软弱无力。敲骨。撕肉。让你变强。 /// Weak and soft. Broke bones. Tore flesh. Improved you.
Conversation/zSM_EvolutionMaster/Line00070=啊！ /// Ah!
